name,release_date,required_age,genres,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,average_completion_time,developers
The Ritual on Weylyn Island,2015-12-04,18,Action;Adventure;Indie,47,19,0.00,0.00,0-20000,3.99,1.00,zemaGamez
The Men of Yoshiwara: Kikuya,2015-10-14,16,Otome;Visual Novel;Adventure,231,43,0.00,0.00,0-20000,22.99,13.50,Dogenzaka Lab
Shoppe Keep,2016-05-20,0,Simulation;Management;RPG,1512,943,5.37,9.02,200000-500000,3.99,32.00,Arvydas �emaitis
Cruel Arena,2015-08-18,0,Action;Gore;Violent,204,95,0.98,0.98,200000-500000,0.79,2.00,xXarabongXx
Lost in Paradise,2015-08-20,0,Action;Adventure;Indie,35,29,2.78,2.78,20000-50000,1.99,3.50,Elev8 Games
Orion Trail,2015-10-12,0,Indie;Adventure;Great Soundtrack,109,50,0.00,0.00,0-20000,5.59,3.00,Schell Games
Bezier,2016-03-03,0,Action;Indie;Twin Stick Shooter,62,17,0.00,0.00,0-20000,6.99,1.50,Philip Bak
80 Days,2015-09-28,0,Adventure;Story Rich;Choices Matter,1092,108,1.88,1.88,100000-200000,10.29,3.50,Inkle
Koala Kids,2015-06-22,0,Indie;Retro;Puzzle-Platformer,101,14,3.95,4.23,20000-50000,1.69,5.00,Doomgriever
Induction,2017-02-07,0,Indie;Puzzle;Abstract,57,2,0.00,0.00,0-20000,7.19,12.50,Bryan Gale
Bard's Gold,2015-08-14,0,Indie;Platformer;Pixel Graphics,81,19,0.00,0.00,0-20000,5.79,5.00,Erdem Sen
Trials on Tatooine,2016-07-18,0,Action;VR;Star Wars,949,227,2.82,2.82,200000-500000,0.00,0.25,ILMxLAB
Eon Altar,2016-06-22,0,RPG;Adventure;Action,550,72,5.87,5.87,100000-200000,3.99,15.00,Flying Helmet Games
Neoncube,2015-10-02,0,Adventure;Indie;Colorful,65,17,0.00,0.00,0-20000,0.79,8.00,"David Lawrence ,Nico Thomas"
Action Alien,2015-06-26,0,Action;Indie;Casual,135,133,4.37,4.22,50000-100000,2.79,5.50,Dan Games
Exile's End,2015-08-31,0,Action;Metroidvania;Platformer,30,13,0.00,0.00,0-20000,6.15,7.00,Magnetic Realms
Dark Years,2015-10-16,0,Adventure;Action;Indie,24,68,0.03,0.03,0-20000,9.99,4.00,RSK Entertainment
Devilry,2015-06-30,0,Indie;Action;Horror,40,19,0.00,0.00,0-20000,2.89,0.75,New State
8Bit Fiesta,2016-09-30,0,Indie;Action;Casual,287,24,0.00,0.00,0-20000,0.00,5.00,Frozen Dev
Kidnapped,2015-08-04,0,Adventure;Action;Indie,291,223,3.92,6.02,100000-200000,1.99,2.00,Deceptive Games
Killers and Thieves,2017-05-23,0,Action;Strategy;Indie,61,57,0.00,0.00,0-20000,7.19,13.00,Alex Thomas
The Amber Throne,2015-07-06,0,RPG;Adventure;Indie,101,23,0.00,0.00,0-20000,10.99,15.00,Joshua Missile
E.T. Armies,2016-03-03,16,Action;FPS;Multiplayer,120,126,0.00,0.00,20000-50000,10.99,3.00,Raspina Studio
Relic Hunters Zero,2015-08-18,0,Free to Play;Pixel Graphics;Action,5715,352,2.45,2.35,500000-1000000,0.00,6.50,Rogue Snail
Glass Wing,2015-06-24,0,Adventure;Action;Indie,79,76,0.00,0.00,50000-100000,4.79,4.00,From Soy Sauce
Dungeon Souls,2016-12-02,0,RPG;Pixel Graphics;Dungeon Crawler,1421,491,3.07,3.07,100000-200000,10.29,6.50,Mike Studios
Angels That Kill,2015-11-20,0,Adventure;Indie;Casual,11,14,0.00,0.00,0-20000,0.79,0.50,
Star Chronicles: Delta Quadrant,2015-07-07,0,Strategy;Indie;Rogue-like,159,97,3.53,3.53,200000-500000,0.79,34.50,
Lilly and Sasha: Guardian Angels,2015-07-07,0,RPG;Indie;Strategy,39,27,5.70,5.70,50000-100000,3.99,20.00,John Wizard
Flesh Eaters,2016-05-03,0,Indie;Action;Zombies,927,364,3.42,3.57,500000-1000000,1.59,2.00,16bit Nights
Mu Complex,2015-10-23,0,Indie;Adventure;Hacking,128,25,0.18,0.18,0-20000,5.99,4.00,Studiocime
Princess Kaguya: Legend of the Moon Warrior,2015-08-04,0,Action;Beat 'em up;Female Protagonist,21,32,4.55,4.55,0-20000,7.99,1.50,Zoo Corporation
Swords & Crossbones: An Epic Pirate Story,2015-09-30,0,RPG;Strategy;Adventure,47,25,0.00,0.00,0-20000,3.99,22.50,Epic Devs
Funk of Titans,2015-07-24,0,Casual;Action;Adventure,55,20,0.00,0.00,0-20000,4.99,4.50,A Crowd of Monsters
Firewatch,2016-02-09,0,Adventure;Atmospheric;Story Rich,32886,5524,3.43,4.28,500000-1000000,14.99,4.00,Campo Santo
League of Mermaids,2015-09-22,0,Casual;Puzzle;Adventure,31,10,0.00,0.00,0-20000,4.99,7.50,Alder Games
Cross of the Dutchman,2015-09-10,0,Action;Adventure;Indie,230,79,1.03,1.03,20000-50000,5.99,3.00,Triangle Studios
Raging Justice,2018-05-08,0,Indie;Action;Violent,26,12,0.00,0.00,0-20000,9.99,2.00,MakinGames
Super Rude Bear Resurrection,2017-05-05,0,Indie;Action;Difficult,89,57,0.13,0.13,50000-100000,11.99,4.50,Alex Rose
Mute Crimson+,2015-08-13,0,Action;Adventure;Indie,115,14,0.00,0.00,0-20000,3.99,7.50,Iced Lizard Games
PolyRace,2016-03-24,0,Racing;Indie;Procedural Generation,38,17,0.00,0.00,0-20000,4.79,7.50,BinaryDream
Fingered,2015-08-18,0,Indie;Casual;Detective,551,176,0.00,0.00,50000-100000,1.59,6.00,"Edmund McMillen, James Id"
Six Sides of the World,2016-01-20,0,Indie;Adventure;Casual,70,8,3.72,3.72,20000-50000,3.99,6.50,Cybernetik Design
Painters Guild,2015-09-01,0,Simulation;Indie;Strategy,282,146,0.88,0.88,20000-50000,6.99,3.50,Lucas Molina
Aviary Attorney,2015-12-21,0,Visual Novel;Indie;Adventure,1241,66,4.03,4.03,50000-100000,10.99,5.50,Sketchy Logic
MechaNika,2015-07-16,0,Adventure;Point & Click;Indie,445,34,0.00,0.00,20000-50000,2.79,2.50,Mango Protocol
Umihara Kawase,2015-11-02,0,Action;Indie;Female Protagonist,76,1,4.50,4.50,0-20000,6.99,6.00,TNN/NHK SC
CAT Interstellar,2017-10-06,0,Adventure;Indie;Sci-fi,544,237,4.35,4.45,100000-200000,3.99,1.00,Ionized Games
Hack Run ZERO,2015-07-13,0,Simulation;Strategy;Adventure,20,3,0.00,0.00,0-20000,2.09,2.00,i273
C. Kane,2016-01-25,0,RPG,16,2,0.00,0.00,0-20000,0.79,2.50,Paul Harrington
Atonement: Scourge of Time,2015-07-16,0,Adventure;RPG;Indie,199,83,4.62,4.67,200000-500000,5.99,12.50,Astronomic Games
Stranded In Time,2015-07-17,0,Adventure;Indie;Casual,57,14,0.00,0.00,20000-50000,1.59,1.50,"DQ Team, Hidden Hallow Studio"
Ninjahtic,2015-07-06,0,Action;Indie;Adventure,55,16,0.00,0.00,0-20000,1.59,3.50,Blaze Epic
Ultimate Arena,2016-08-22,0,Simulation;Memes;Funny,715,159,4.67,4.98,50000-100000,3.99,1.50,Triverske
Paint it Back,2015-10-14,0,Casual;Puzzle;Indie,361,5,0.00,0.00,50000-100000,5.59,33.50,Casual Labs
Lamia Must Die,2015-08-26,0,Free to Play;RPG;Anime,118,69,0.00,0.00,50000-100000,0.00,0.45,Tuomo Laine
Stray Cat Crossing,2015-08-28,0,Indie;Adventure;Horror,441,38,0.00,0.00,20000-50000,2.09,2.00,"Jurlo, JetPackGone"
Super Trench Attack 2,2015-11-06,0,Indie;Strategy;Female Protagonist,57,41,0.00,0.00,20000-50000,3.99,2.00,Retro Army Limited
Hidden Mysteries: Civil War,2015-08-11,0,Casual;Hidden Object,8,17,0.00,0.00,0-20000,3.99,2.50,Gunnar Games
Weapons Genius,2015-07-08,0,Simulation;Action;Casual,387,538,0.88,0.88,100000-200000,5.19,2.50,JDM4iK
Buff Knight Advanced,2015-09-02,0,RPG;Action;Casual,39,16,3.80,3.80,0-20000,1.99,3.00,Buff Studio
Lethal RPG: War,2015-07-17,0,RPG;Indie;Turn-Based,140,37,0.00,0.00,20000-50000,0.00,17.50,EyeSpyda Games
Heavy Fire: Shattered Spear,2015-10-23,0,Action;On-Rails Shooter;War,25,28,0.00,0.00,0-20000,2.79,2.50,
Wave Mechanics,2015-08-03,0,Strategy;Indie;Casual,35,1,0.00,0.00,0-20000,0.79,12.50,Adam Tarnowski
INK,2015-08-05,0,Indie;Action;Platformer,1237,259,2.82,3.40,200000-500000,3.99,2.50,ZackBellGames
WWE 2K16,2016-03-10,16,Sports;Fighting;Simulation,1725,1026,17.07,17.07,100000-200000,34.99,24.50,"Yuke's, Visual Concepts"
Time Clickers,2015-07-23,0,Free to Play;Clicker;Casual,3850,494,7.05,3.73,500000-1000000,0.00,23.50,Proton Studio
Burgers,2015-09-03,0,Indie;Action;Adventure,263,337,5.12,5.95,100000-200000,1.99,1.50,storm_sharks
Tachyon Project,2015-07-15,0,Indie;Action;Shoot 'Em Up,35,14,7.77,7.77,0-20000,6.99,3.00,Eclipse Games
Proto Raider,2015-08-28,0,Indie;Action;Platformer,75,16,0.00,0.00,0-20000,9.29,3.00,Puzzle Lab
Pharaonic,2016-04-28,0,Adventure;Action;Indie,150,32,0.85,0.85,20000-50000,10.99,12.50,Milkstone Studios
Dad Beat Dads,2015-10-19,0,Action;Local Multiplayer;Indie,6,0,0.00,0.00,0-20000,4.79,9.00,Stellar Jay Studios
Foosball: World Tour,2015-12-11,0,Sports;Casual;Indie,67,19,0.00,0.00,0-20000,5.99,8.50,"Grip Games, 3Division"
Job the Leprechaun,2015-07-31,0,Indie;Casual;Platformer,130,30,0.57,0.57,20000-50000,2.09,0.90,Herrero Games
Blood Code,2015-12-28,0,Otome;Visual Novel;Anime,1065,393,4.70,5.72,50000-100000,4.79,14.50,WeShare Games
Champion of the Gods,2015-07-17,0,Indie;RPG;Text-Based,137,17,0.00,0.00,0-20000,4.79,4.00,Choice of Games
"Cook, Serve, Delicious! 2!!",2017-09-13,0,Simulation;Indie;Management,1368,194,2.55,3.02,100000-200000,9.99,31.50,Vertigo Gaming
Caladrius Blaze,2017-01-11,0,Action;Shoot 'Em Up;Sexual Content,112,38,6.08,6.08,0-20000,18.99,1.50,Moss
Sentinel 4: Dark Star,2015-08-13,0,Strategy;Indie;Sci-fi,35,6,0.00,0.00,0-20000,4.99,10.00,Origin8 Technologies
Rake,2015-07-13,0,Horror;Multiplayer;Survival Horror,2452,1079,1.93,3.62,100000-200000,3.99,3.50,Konsordo
The Cat Machine,2015-08-12,0,Cats;Indie;Strategy,111,8,0.00,0.00,0-20000,6.99,5.00,Cranktrain
Dragonflight,2017-07-27,0,Indie;Action;Simulation,45,53,0.00,0.00,0-20000,7.19,58.00,Thalion Software
Memory's Dogma CODE:01,2016-11-04,0,Visual Novel;Anime;Adventure,201,37,14.37,14.37,0-20000,10.99,9.50,Liz-Arts
Asphyxia,2015-08-04,0,Visual Novel;Indie;Simulation,160,51,4.97,4.97,20000-50000,4.79,5.00,ebi-hime
FIVE: Guardians of David,2015-11-24,0,Action;RPG;Adventure,104,48,0.00,0.00,20000-50000,6.99,17.00,Kingdom Games
Earth Overclocked,2015-12-04,0,Indie;Action;Adventure,107,21,0.00,0.00,20000-50000,7.19,6.00,Chronicle Bench
Walkerman,2017-05-22,0,Indie;Violent;Sexual Content,21,4,0.00,0.00,0-20000,4.99,3.00,ScalemaiL
Inferno 2,2015-07-29,0,Action;Indie;Adventure,31,3,0.00,0.00,0-20000,3.99,4.00,Radiangames
Ori and the Blind Forest: Definitive Edition,2016-04-27,0,Atmospheric;Great Soundtrack;Platformer,15886,627,5.37,6.83,1000000-2000000,14.99,10.50,Moon Studios
Hyperdimension Neptunia U: Action Unleashed,2016-03-21,0,Anime;Hack and Slash;Female Protagonist,2394,176,5.58,7.82,100000-200000,19.49,15.00,Compile Heart Tamsoft
Alpha Runner,2015-09-02,0,Indie;Casual;Adventure,312,85,9.57,9.57,100000-200000,0.79,4.00,Lights Out Games
Airport Madness 4,2015-07-24,0,Adventure;Simulation;Strategy,59,17,0.00,0.00,20000-50000,6.99,22.50,Big Fat Simulations
The Tape,2015-11-19,18,Indie;Horror;First-Person,184,139,3.35,3.83,100000-200000,0.79,1.50,Kazakov Oleg
Snik,2015-09-04,0,Casual;Indie,58,39,5.48,5.75,50000-100000,1.99,7.50,Cleverweek
The Escapists: The Walking Dead,2015-09-30,0,Zombies;Survival;Indie,360,218,1.22,1.37,100000-200000,12.99,9.50,Team17
Five Nights at Freddy's 4,2015-07-23,0,Horror;Survival Horror;Singleplayer,6348,507,2.32,3.43,200000-500000,5.79,2.50,Scott Cawthon
Spakoyno: Back to the USSR 2.0,2016-02-15,0,Adventure;Casual;Visual Novel,328,345,4.43,4.37,200000-500000,3.19,0.88,"Separate Game Development, Dagestan Technology"
1979 Revolution: Black Friday,2016-04-04,0,Choices Matter;Adventure;Indie,632,195,0.00,0.00,50000-100000,4.79,2.50,"iNK Stories, N-Fusion Interactive"
In Between,2015-08-21,0,Indie;2D;Puzzle-Platformer,254,31,1.97,2.23,50000-100000,8.99,4.50,Gentlymad
Spooky Bonus,2015-10-15,0,Casual;Match 3;Puzzle,108,5,0.00,0.00,0-20000,6.99,9.00,Grey Alien Games
Galactic Missile Defense,2017-06-07,0,Casual;Action;Indie,16,15,0.18,0.18,0-20000,1.59,5.00,Black Sheep Games
DungeonUp,2015-09-04,0,Indie;Strategy;Adventure,281,53,5.52,5.52,20000-50000,3.99,10.50,Clewcat Games
Project Tarvotan,2015-09-25,0,Strategy;Indie;Simulation,10,13,4.38,4.72,20000-50000,1.59,2.50,
Oxenfree,2016-01-14,0,Story Rich;Choices Matter;Supernatural,6551,477,4.30,6.37,200000-500000,14.99,5.00,Night School Studio
iZBOT,2015-09-01,0,Indie;Action;Platformer,133,22,0.00,0.00,0-20000,9.29,2.50,Daniel Spruce
Pocket Rumble,2016-02-01,0,Early Access;Indie;Fighting,127,33,0.00,0.00,0-20000,6.99,1.50,Cardboard Robot Games
Horizon Chase Turbo,2018-05-15,0,Racing;Indie;Casual,688,24,0.00,0.00,0-20000,15.49,21.00,Aquiris Game Studio
Shadow Ninja: Apocalypse,2015-11-16,0,Action;Indie;Adventure,64,56,0.00,0.00,20000-50000,1.59,1.00,Boogygames
Call of Cthulhu: Shadow of the Comet,2015-11-04,0,Adventure;Point & Click;Lovecraftian,25,4,0.00,0.00,0-20000,4.79,7.00,Infogrames
Stardust Galaxy Warriors: Stellar Climax,2015-11-10,0,Action;Indie;Shoot 'Em Up,138,8,4.25,6.17,0-20000,6.99,1.50,Dreamloop Games
My Bones,2015-08-03,0,Adventure;Indie;Gore,151,149,4.03,4.08,200000-500000,3.99,0.40,Mamedov Yuriy
Legacy of Dorn: Herald of Oblivion,2015-12-02,0,Adventure;RPG;Warhammer 40K,77,6,0.00,0.00,0-20000,3.99,3.00,Tin Man Games
Mugen Souls,2015-10-22,0,RPG;JRPG;Adventure,171,74,0.00,0.00,20000-50000,14.99,24.50,Complie Heart
Hogs of War,2015-07-28,0,Action;Strategy;Classic,124,63,0.00,0.00,0-20000,3.99,10.00,"Infogrames Studios, Sheffield House"
Small Radios Big Televisions,2016-11-08,0,Adventure;Indie;Puzzle,211,81,0.00,0.00,50000-100000,8.99,2.00,Fire Face Corporation
Queen's Quest: Tower of Darkness,2015-09-10,0,Adventure;Hidden Object;Casual,118,59,0.00,0.00,20000-50000,6.99,3.00,Brave Giant
Bulb Boy,2015-10-29,0,Adventure;Indie;Point & Click,518,59,0.00,0.00,50000-100000,5.99,2.50,Bulbware
Little King's Story,2016-08-05,0,Strategy;RPG;Simulation,112,61,0.00,0.00,0-20000,12.99,30.50,Cing & Town Factory
Tyler,2016-01-14,0,Casual;Action;Indie,13,11,0.00,0.00,0-20000,1.99,3.00,ILLUSIONETWORK
PewDiePie: Legend of the Brofist,2015-12-10,0,Memes;Pixel Graphics;Platformer,1109,139,4.45,4.45,20000-50000,5.59,6.50,Outerminds
Three Digits,2015-08-14,0,Indie;Casual;Puzzle,64,67,4.88,4.98,100000-200000,1.59,5.00,Cleverweek
Circa Infinity,2015-09-08,0,Indie;Action;Great Soundtrack,195,13,0.00,0.00,0-20000,5.79,6.00,Kenny Sun
An Alien with a Magnet,2017-03-28,0,Casual;Adventure;Indie,37,3,0.00,0.00,20000-50000,2.09,2.50,Rejected Games
Call of Tomsk-7,2015-08-10,0,Action;Indie;Side Scroller,383,83,0.00,0.00,20000-50000,0.79,1.00,Daniel Mercier
Acceleration of SUGURI 2,2018-03-07,0,Indie;Action;Anime,237,66,5.95,5.95,20000-50000,5.99,2.00,Orange_Juice
Anarcute,2016-07-12,0,Cute;Action;Indie,282,17,0.00,0.00,0-20000,11.99,6.00,Anarteam
Sora,2016-01-05,0,Indie;Anime;Bullet Hell,260,19,0.00,0.00,20000-50000,5.99,18.00,Orange_Juice
Angry Arrows,2015-08-12,0,Action;Indie;Adventure,134,9,0.00,0.00,0-20000,3.99,6.00,DanielDavisGames
Collisions,2015-07-28,0,Casual;Indie;Action,152,35,4.30,4.30,50000-100000,2.89,1.50,2DEngine
The Musketeers: Victoria's Quest,2015-08-20,0,Casual;Strategy;Adventure,16,9,0.00,0.00,0-20000,2.79,14.00,"New Bridge Games, Alawar Entertainment"
Russian Horror Story,2015-11-02,18,Visual Novel;Casual;Adventure,497,359,3.57,3.75,200000-500000,3.19,2.00,"Footmade, Dagestan Technology"
Hard to Be a God,2015-08-24,0,RPG;Sci-fi,28,4,0.00,0.00,0-20000,5.59,37.00,Burut Software
F1 2016,2016-08-18,0,Racing;Simulation;Sports,3237,612,23.28,29.62,200000-500000,39.99,22.00,Codemasters Birmingham
Stellar 2D,2015-07-30,0,Indie;Casual;Action,383,600,4.25,3.72,200000-500000,0.79,5.00,Quad Games
The Deletion,2015-07-30,0,Casual;Action;Indie,145,41,1.87,1.87,20000-50000,1.59,1.50,Russpuppy
Void Invaders,2015-08-14,0,Indie;Action;Great Soundtrack,276,35,0.00,0.00,20000-50000,1.99,2.50,VoidDev
Ladra,2015-11-13,0,Action;Adventure;Indie,34,11,0.00,0.00,20000-50000,1.49,3.00,Is Future Bright
Fingerbones,2015-08-03,0,Free to Play;Horror;Indie,2377,633,0.30,0.30,200000-500000,0.00,0.30,David Szymanski
Ferrum's Secrets: Where Is Grandpa?,2015-08-14,0,Adventure;Casual;Indie,40,56,0.00,0.00,20000-50000,3.99,2.00,ZigZag Soft
Braveland Pirate,2015-09-14,0,Strategy;RPG;Casual,192,24,0.00,0.00,20000-50000,5.99,9.00,Tortuga Team
Undertale,2015-09-15,0,Great Soundtrack;Story Rich;Choices Matter,97832,4496,11.32,7.38,2000000-5000000,6.99,9.00,Tobyfox
Egyptian Senet,2015-08-20,0,Casual;Indie;Strategy,175,44,0.23,0.23,50000-100000,2.79,0.72,Ezzat Studios
Dream Chamber,2015-07-31,0,Adventure;Point & Click,19,16,0.00,0.00,0-20000,6.99,3.50,DarkWave Games
Incitement 3,2015-08-19,0,Indie;Adventure;RPG,79,38,4.82,5.07,20000-50000,5.99,24.00,Astronomic Games
Layers of Fear,2016-02-15,0,Horror;Psychological Horror;Atmospheric,14551,1682,3.78,4.03,2000000-5000000,14.99,4.00,Bloober Team
Crashlands,2016-01-21,0,RPG;Adventure;Crafting,1711,267,2.38,2.38,100000-200000,11.39,47.00,Butterscotch Shenanigans
TRON RUN/r,2016-02-16,0,Action;Racing;Cyberpunk,233,56,0.00,0.00,0-20000,15.49,9.00,Sanzaru Games
Murasaki,2016-05-12,0,Action;Indie;Bullet Hell,68,4,0.00,0.00,0-20000,3.99,6.50,Katatema
Pumped BMX +,2015-09-18,0,Indie;Sports;Bikes,130,23,0.00,0.00,0-20000,7.99,8.00,Yeah Us!
X4: Foundations,2018-11-30,0,Space;Simulation;Sandbox,3557,1714,14.55,14.55,100000-200000,39.99,30.50,Egosoft
Rogue Wizards,2016-09-27,0,RPG;Indie;Rogue-lite,139,39,0.00,0.00,0-20000,10.99,18.00,Spellbind Studios
The Franz Kafka Videogame,2017-04-06,0,Indie;Adventure;Puzzle,155,92,0.00,0.00,20000-50000,5.99,1.50,Denis Galanin (mif2000)
Toy Odyssey: The Lost and Found,2016-09-20,0,Adventure;Action;Indie,203,88,1.33,1.33,20000-50000,10.99,25.00,Hikergames
Silver Creek Falls: Chapter 1,2015-08-12,0,Free to Play;Horror;RPGMaker,472,67,0.00,0.00,100000-200000,0.00,0.78,Sapphire Dragon Productions
Wild Island Quest,2015-09-04,0,Indie;Adventure;Visual Novel,137,140,4.40,4.40,50000-100000,1.59,0.55,
Epic Quest of the 4 Crystals,2015-09-25,0,RPG;Indie;Adventure,108,22,0.00,0.00,20000-50000,6.99,12.00,RosePortal Games
Lost Lands: A Hidden Object Adventure,2015-09-24,0,Free to Play;Adventure;Hidden Object,3799,434,0.00,0.00,100000-200000,0.00,92.00,FIVE-BN GAMES
New York Mysteries: High Voltage,2016-01-12,0,Adventure;Casual;Hidden Object,171,16,0.00,0.00,0-20000,4.99,9.00,Five-bn Games
TSIOQUE,2018-11-07,0,Adventure;Point & Click;Story Rich,509,8,0.00,0.00,0-20000,10.99,3.50,"OhNoo Studio, Smile"
Bad Rats Show,2016-07-20,0,Memes;Great Soundtrack;Gore,511,96,0.00,0.00,20000-50000,1.59,7.50,Invent4 Entretenimento
Motorhead,2015-09-16,0,Racing,4,17,0.00,0.00,0-20000,3.99,15.00,Digital Illusions CE
Iconoclasts,2018-01-23,0,Pixel Graphics;Indie;Metroidvania,1158,139,0.00,0.00,50000-100000,17.49,12.50,Konjak
Insanity Clicker,2016-06-07,0,Free to Play;Clicker;Horror,1475,751,1.27,1.50,200000-500000,0.00,69.00,PlayFlock
Robot Exploration Squad,2015-09-16,0,Action;Adventure;Indie,16,5,0.00,0.00,0-20000,1.99,3.50,Jack Dolabany
Get Over Here,2015-08-20,0,Action;Indie,10,14,0.00,0.00,0-20000,6.99,0.28,Reload Games Studio
Pretty Girls Mahjong Solitaire,2015-08-24,0,Casual;Anime;Mature,463,137,5.05,5.05,50000-100000,3.99,8.50,Zoo Corporation
Water Bears VR,2016-02-01,0,Indie;Casual;VR,131,9,0.02,0.02,50000-100000,6.99,4.00,Schell Games
Sound Shift,2015-08-26,0,Casual;Action;Indie,87,19,0.00,0.00,20000-50000,0.00,4.50,Matthew Brown
Battleborn,2016-05-03,0,FPS;Action;Multiplayer,5692,3494,10.87,12.53,500000-1000000,0.00,16.00,Gearbox Software
Dance Magic,2016-02-15,0,Casual;Action;Indie,31,12,0.00,0.00,0-20000,6.99,0.63,Targem Games
Dark Heritage: Guardians of Hope,2015-09-24,0,Casual;Adventure;Hidden Object,121,85,1.18,1.18,20000-50000,6.99,4.50,"World Loom, House of Fables"
Tennis in the Face,2015-11-18,0,Casual;Indie;Tennis,78,7,0.00,0.00,0-20000,3.99,3.00,10tons
Punch Club,2016-01-08,0,Management;Pixel Graphics;Indie,6071,1669,7.97,6.30,500000-1000000,6.99,12.00,Lazy Bear Games
Hearts of Iron IV,2016-06-06,0,Strategy;World War II;Grand Strategy,34711,5251,156.88,69.68,1000000-2000000,34.99,122.00,Paradox Development Studios
Dimension Drive,2017-12-07,0,Indie;Shoot 'Em Up;Arcade,40,2,0.00,0.00,0-20000,9.99,4.00,2Awesome Studio
Spaceport Hope,2016-04-15,0,Indie;Adventure;Platformer,342,101,4.40,5.05,200000-500000,0.79,7.00,team BitClub
Gunman Clive 2,2015-09-03,0,Action;Indie;Platformer,72,8,0.00,0.00,0-20000,2.59,2.50,Horberg Productions
Mountain Crime: Requital,2015-08-27,0,Casual;Adventure;Hidden Object,243,29,0.00,0.00,50000-100000,1.99,4.50,
Karma. Incarnation 1,2016-10-19,0,Adventure;Indie;Casual,267,48,0.00,0.00,20000-50000,3.99,3.00,AuraLab
Dead Effect 2,2016-05-06,0,Action;Zombies;Co-op,1102,415,2.58,2.58,100000-200000,8.99,8.00,BadFly Interactive
Mystery Castle,2016-05-06,0,Indie;Adventure;Action,16,0,0.00,0.00,0-20000,6.99,11.50,Runestone Games
Miracle Fly,2015-10-26,0,Action;Indie;Platformer,76,8,0.00,0.00,20000-50000,5.79,40.00,ElagoTech
Toby: The Secret Mine,2015-10-20,0,Indie;Adventure;Platformer,342,138,0.00,0.00,20000-50000,6.99,2.50,Luk� Navr�til Games
Ben and Ed,2015-12-08,0,Action;Indie;Zombies,1095,329,0.00,0.00,100000-200000,6.99,7.50,Sluggerfly
The Adventures of Fatman,2015-10-01,0,Adventure;Indie;Point & Click,21,14,0.00,0.00,0-20000,0.79,1.50,SOCKO! Entertainment
A Wolf in Autumn,2015-10-27,0,Indie;Adventure;Horror,171,59,0.00,0.00,20000-50000,1.59,0.80,David Szymanski
Doors,2016-02-12,0,Indie;Adventure;Strategy,187,108,0.00,0.00,0-20000,3.99,1.50,Nibble Labs
ANKI,2015-08-24,0,Indie;Casual;Action,68,38,6.57,6.62,50000-100000,0.79,4.00,Wojciech Krupinski
The Dwarf Run,2015-10-21,0,RPG;Indie;Adventure,87,32,0.00,0.00,20000-50000,5.99,18.50,Alexander Mirdzveli
ICARUS.1,2016-11-17,0,Indie;Action;Sci-fi,31,12,0.00,0.00,0-20000,4.99,2.00,Electrolyte
Rot Gut,2016-07-12,0,Action;Indie;Adventure,207,37,0.00,0.00,0-20000,1.69,0.45,Shotgun Surgeon
Missing Translation,2015-09-24,0,Free to Play;Pixel Graphics;Puzzle,2429,331,0.05,0.08,200000-500000,0.00,1.50,
Lost Horizon 2,2015-10-01,16,Adventure;Point & Click,43,53,0.00,0.00,20000-50000,10.99,6.00,Animation Arts
We Are The Dwarves,2016-02-25,0,Indie;Tactical;Adventure,570,230,0.00,0.00,200000-500000,19.99,12.00,Whale Rock Games
Ittle Dew 2,2016-11-15,0,Adventure;Action;Indie,127,30,8.83,8.83,0-20000,14.99,10.50,Ludosity
Bear Simulator,2016-02-26,0,Adventure;Simulation;Memes,348,69,0.00,0.00,0-20000,10.99,14.50,Farjay.com
Rogue State,2015-10-16,0,Strategy;Simulation;Indie,158,59,0.00,0.00,20000-50000,10.29,2.50,LRDGames
VERSUS: The Lost Ones,2015-08-21,0,RPG;Indie;Text-Based,138,28,0.00,0.00,0-20000,2.89,5.50,Choice of Games
World's Fastest Pizza,2016-03-15,0,Action;Indie;Simulation,32,3,0.00,0.00,0-20000,1.99,0.25,Oscar Brittain
Masochisia,2015-10-09,18,Indie;Horror;Story Rich,268,40,0.00,0.00,0-20000,5.59,2.00,Oldblood
Bleed 2,2017-02-08,0,Action;Indie;Shoot 'Em Up,400,21,4.63,4.63,20000-50000,6.99,1.00,Ian Campbell
LocoSoccer,2015-12-09,0,Sports;Indie;Strategy,129,64,3.95,4.58,50000-100000,0.75,2.50,Startreming
TowerClimb,2015-09-22,0,Indie;Action;Adventure,247,25,0.00,0.00,0-20000,10.99,72.50,Davioware
ACE Academy,2016-08-22,0,Anime;Visual Novel;Dating Sim,1074,48,0.02,0.02,20000-50000,14.99,13.50,PixelFade Studio
Tahira: Echoes of the Astral Empire,2016-08-31,0,RPG;Adventure;Strategy,80,22,0.00,0.00,20000-50000,10.99,7.50,Whale Hammer Games
The Adventure Pals,2018-04-03,0,Adventure;Action;RPG,217,14,0.00,0.00,20000-50000,10.99,12.00,Massive Monster
Dracula's Legacy,2015-10-22,0,Casual;Indie;Hidden Object,471,127,4.45,5.50,100000-200000,1.99,3.00,"IndeePop, Jetdogs Studios"
Mass Destruction,2015-08-24,0,Action;Tanks,5,4,0.00,0.00,0-20000,3.99,3.00,NMS Software
